"verse_pk"|"hymn_no"|"hymn_verse"|"hymn_line"|"line_text"|"edited"|"editdate"|"ref_bk_1"|"ref_ch_1"|"ref_vs_1"|"ref_bk_2"|"ref_ch_2"|"ref_vs_2"
"8402"|"447"|"3"|"2"|"Abroad no curse to trace;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8403"|"447"|"3"|"3"|"To shed no tears, to feel no pain,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8404"|"447"|"3"|"4"|"But see Thee face to face;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8405"|"447"|"4"|"1"|"To find each hope of glory gained,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8406"|"447"|"4"|"2"|"Fulfilled each precious word;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8407"|"447"|"4"|"3"|"And fully all to have attained"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8408"|"447"|"4"|"4"|"The image of our Lord."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8409"|"447"|"5"|"1"|"O may Thy Spirit help us still,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8410"|"447"|"5"|"2"|"In this bright hope, to be"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8411"|"447"|"5"|"3"|"More subject to the Father's will,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8412"|"447"|"5"|"4"|"E'en now much more like Thee."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8413"|"448"|"1"|"1"|"Sing aloud to God our strength!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8414"|"448"|"1"|"2"|"He has brought us hitherto;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8415"|"448"|"1"|"3"|"He will bring us home at length,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8416"|"448"|"1"|"4"|"This the Lord our God will do."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8417"|"448"|"1"|"5"|"Doubt not, for His word is stable;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8418"|"448"|"1"|"6"|"Fear not, for His arm is able."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8419"|"448"|"2"|"1"|"Sing aloud to God, our strength!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8420"|"448"|"2"|"2"|"Sing with wonder of His love;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8421"|"448"|"2"|"3"|"Who can tell its breadth and length,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8422"|"448"|"2"|"4"|"Who below, or who above?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8423"|"448"|"2"|"5"|"Who its depth and height can measure?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8424"|"448"|"2"|"6"|"'Tis a rich unbounded treasure."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8425"|"448"|"3"|"1"|"Sing aloud to God, our strength!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8426"|"448"|"3"|"2"|"He is with us where we go;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8427"|"448"|"3"|"3"|"Fear we not the journey's length,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8428"|"448"|"3"|"4"|"Fear we not the mighty foe;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8429"|"448"|"3"|"5"|"All our foes shall be defeated,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8430"|"448"|"3"|"6"|"All our journey safe completed."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8431"|"449"|"1"|"1"|"Glory to God! we sing:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8432"|"449"|"1"|"2"|"Let all their tribute bring"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8433"|"449"|"1"|"3"|"With one accord!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8434"|"449"|"1"|"4"|"His only Son He gave"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8435"|"449"|"1"|"5"|"The lost to seek and save,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8436"|"449"|"1"|"6"|"And raised Him from the grave,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8437"|"449"|"1"|"7"|"Jesus, our Lord."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8438"|"449"|"2"|"1"|"Glory to God! we sing:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8439"|"449"|"2"|"2"|"Let saints with heaven ring"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8440"|"449"|"2"|"3"|"His praise abroad!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8441"|"449"|"2"|"4"|"Jesus, who once did die"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8442"|"449"|"2"|"5"|"To God to bring us nigh,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8443"|"449"|"2"|"6"|"Is crowned as Man on high,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8444"|"449"|"2"|"7"|"His God our God."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8445"|"449"|"3"|"1"|"Glory to God! we cry:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8446"|"449"|"3"|"2"|"Our tongues would magnify"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8447"|"449"|"3"|"3"|"Jesus our Lord."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8448"|"449"|"3"|"4"|"O God, what grace is Thine,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8449"|"449"|"3"|"5"|"Revealed in love divine"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8450"|"449"|"3"|"6"|"By Him! Our hearts enshrine"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8451"|"449"|"3"|"7"|"Our glorious Lord."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8452"|"450"|"1"|"1"|"Blest be the God and Father"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8453"|"450"|"1"|"2"|"Of Jesus Christ the Son,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8454"|"450"|"1"|"3"|"Who chose us for all blessing"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8455"|"450"|"1"|"4"|"Ere time had yet begun;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8456"|"450"|"1"|"5"|"That we, redeemed, His loved ones,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8457"|"450"|"1"|"6"|"Might dwell with Him above,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8458"|"450"|"1"|"7"|"And know the depth and fulness"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8459"|"450"|"1"|"8"|"Of His unbounded love."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8460"|"450"|"2"|"1"|"Where all those deep affections,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8461"|"450"|"2"|"2"|"Which fill the Father's heart,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8462"|"450"|"2"|"3"|"Shall find their satisfaction,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8463"|"450"|"2"|"4"|"Their joy to us impart;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8464"|"450"|"2"|"5"|"There we, Himself surrounding,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8465"|"450"|"2"|"6"|"Shall &quot;Abba, Father!&quot; say,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8466"|"450"|"2"|"7"|"Within those many mansions,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
