"verse_pk"|"hymn_no"|"hymn_verse"|"hymn_line"|"line_text"|"edited"|"editdate"|"ref_bk_1"|"ref_ch_1"|"ref_vs_1"|"ref_bk_2"|"ref_ch_2"|"ref_vs_2"
"2601"|"140"|"1"|"3"|"Which wakes the saints now sleeping,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2602"|"140"|"1"|"4"|"And to Thee brings them nigh;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2603"|"140"|"1"|"5"|"When we, with them ascending,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2604"|"140"|"1"|"6"|"Shall meet Thee in the air,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2605"|"140"|"1"|"7"|"To gaze upon Thy glory,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2606"|"140"|"1"|"8"|"And all Thy likeness bear."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2607"|"140"|"2"|"1"|"O hour for which in patience"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2608"|"140"|"2"|"2"|"Thou'rt waiting through the night,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2609"|"140"|"2"|"3"|"Till all Thy saints are gathered,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2610"|"140"|"2"|"4"|"And brought into the light!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2611"|"140"|"2"|"5"|"Then, then, the church completed,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2612"|"140"|"2"|"6"|"God maketh no delay;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2613"|"140"|"2"|"7"|"O Lord, with shouts of triumph"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2614"|"140"|"2"|"8"|"We pass into the day."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2615"|"140"|"3"|"1"|"O hour of richest blessing!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2616"|"140"|"3"|"2"|"When brought to Thee so nigh,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2617"|"140"|"3"|"3"|"To be Thy joy for ever,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2618"|"140"|"3"|"4"|"And dewll with Thee on high;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2619"|"140"|"3"|"5"|"To rest in all that brightness,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2620"|"140"|"3"|"6"|"And ever there abide;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2621"|"140"|"3"|"7"|"To find Thy heart delighting"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2622"|"140"|"3"|"8"|"In us, Thy heav'nly bride."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2623"|"140"|"4"|"1"|"O bless&egrave;d, coming Saviour,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2624"|"140"|"4"|"2"|"Speak then the joyous word,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2625"|"140"|"4"|"3"|"To which our hearts shall answer,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2626"|"140"|"4"|"4"|"""For ever with the Lord."""|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2627"|"140"|"4"|"5"|"And then with Thee, blest Saviour,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2628"|"140"|"4"|"6"|"We evermore shall be,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2629"|"140"|"4"|"7"|"In deepest, fullest blessing,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2630"|"140"|"4"|"8"|"For ever one with Thee."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2631"|"141"|"1"|"1"|"God and Father, source of glory,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2632"|"141"|"1"|"2"|"High above our praise art Thou;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2633"|"141"|"1"|"3"|"Yet in Christ Thou hast declar&egrave;d"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2634"|"141"|"1"|"4"|"Love that makes our spirits bow."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2635"|"141"|"2"|"1"|"From eternity 'twas purposed"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2636"|"141"|"2"|"2"|"Thou shouldst have this rich delight,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2637"|"141"|"2"|"3"|"Hearts to swell Thy praise for ever,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2638"|"141"|"2"|"4"|"Sons to worship in Thy sight."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2639"|"141"|"3"|"1"|"Thou didst sanctify and send Him,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2640"|"141"|"3"|"2"|"All Thy counsels to make good -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2641"|"141"|"3"|"3"|"Him who knew Thine earnest longing,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2642"|"141"|"3"|"4"|"And Thy feelings understood."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2643"|"141"|"4"|"1"|"He no service thought to lowly, "|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2644"|"141"|"4"|"2"|"And no sacrifice too great"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2645"|"141"|"4"|"3"|"To secure Thy plan so holy,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2646"|"141"|"4"|"4"|"And its objects extricate."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2647"|"141"|"5"|"1"|"Now Thy love has found its answer,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2648"|"141"|"5"|"2"|"All Thy thoughts secured and sealed;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2649"|"141"|"5"|"3"|"And the sons Thou hast been seeking"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2650"|"141"|"5"|"4"|"Their eternal tribute yield."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2651"|"142"|"1"|"1"|"""Praise ye the Lord,"" again, again,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2652"|"142"|"1"|"2"|"The Spirit strikes the chord;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2653"|"142"|"1"|"3"|"No toucheth He our hearts in vain:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2654"|"142"|"1"|"4"|"We praise, we praise Thee, Lord."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2655"|"142"|"2"|"1"|"Rejoice in Him, ye saints, again,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2656"|"142"|"2"|"2"|"The Spirit speaks the word;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2657"|"142"|"2"|"3"|"And faith takes us the happy strain:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2658"|"142"|"2"|"4"|"Our joy is in Thee, Lord."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2659"|"142"|"3"|"1"|"For ever be the glory giv'n"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2660"|"142"|"3"|"2"|"O Lamb of God, to Thee!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2661"|"142"|"3"|"3"|"Thyself, O Lord, on earth, in heav'n,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2662"|"142"|"3"|"4"|"Our theme of joy shalt be."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2663"|"143"|"1"|"1"|"Our God, from Thy blest heart and mind has spread"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2664"|"143"|"1"|"2"|"The heav'nly light of wisdom all divine,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2665"|"143"|"1"|"3"|"That we might know in Christ, our living Head,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2666"|"143"|"1"|"4"|"That which shall e'er all other light outshine."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2667"|"143"|"2"|"1"|"And wider still, that to the powers above,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2668"|"143"|"2"|"2"|"Through the assembly, might be now made known"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2669"|"143"|"2"|"3"|"All-various wisdom of the searchless love,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2670"|"143"|"2"|"4"|"That yet shall bind the universe in one."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2671"|"143"|"3"|"1"|"Before Thee, Father, we would bow our knees,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2672"|"143"|"3"|"2"|"That, strengthened by Thy Spirit, Christ may dewll"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2673"|"143"|"3"|"3"|"Within our hearts; and by the love that sees"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2674"|"143"|"3"|"4"|"That all-divine domain, Thy praise we tell."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2675"|"143"|"4"|"1"|"O love well-known, surpassing all our thought,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2676"|"143"|"4"|"2"|"Love of the Christ, the climax of all good!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2677"|"143"|"4"|"3"|"Into eternal sunshine we are brought,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2678"|"143"|"4"|"4"|"Filled unto all the fullness of our God."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2679"|"144"|"1"|"1"|"In that bright home of love divine,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2680"|"144"|"1"|"2"|"The Father's house on high,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2681"|"144"|"1"|"3"|"There the full rays of glory shine"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2682"|"144"|"1"|"4"|"In Him who stooped to die."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2683"|"144"|"1"|"5"|"And we shall share that home above"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2684"|"144"|"1"|"6"|"Which He for us has won,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2685"|"144"|"1"|"7"|"As now we share His Father's love"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2686"|"144"|"1"|"8"|"With Him, the first-born Son."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2687"|"144"|"2"|"1"|"We shall be with Him where His is,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2688"|"144"|"2"|"2"|"For such is His desire;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2689"|"144"|"2"|"3"|"We shall behold His glory bright -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2690"|"144"|"2"|"4"|"The sight shall bliss inspire!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2691"|"144"|"2"|"5"|"The Father's everlasting love"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2692"|"144"|"2"|"6"|"Shall shine before our gaze"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2693"|"144"|"2"|"7"|"In Him, transcending all above,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2694"|"144"|"2"|"8"|"Throughout eternal days."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2695"|"145"|"1"|"1"|"Behold the Lamb, whose precious blood"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2696"|"145"|"1"|"2"|"Flowed from His riven side;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2697"|"145"|"1"|"3"|"The power to make our peace with God,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2698"|"145"|"1"|"4"|"Nor let one spot abide."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2699"|"145"|"2"|"1"|"The dying thief beheld that Lamb"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2700"|"145"|"2"|"2"|"Expiring by his side,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2701"|"145"|"2"|"3"|"And proved the value of the Name"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2702"|"145"|"2"|"4"|"Of Jesus crucified."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2703"|"145"|"3"|"1"|"His soul, by virtue of the blood,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2704"|"145"|"3"|"2"|"To paradise received,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2705"|"145"|"3"|"3"|"Redemption's earliest trophy stood,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2706"|"145"|"3"|"4"|"From sin and death retrieved."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2707"|"145"|"4"|"1"|"We, too, the cleansing power have known"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2708"|"145"|"4"|"2"|"Of Christ's atoning blood,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2709"|"145"|"4"|"3"|"By grace have learnt His Name to own,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2710"|"145"|"4"|"4"|"By whom we're brought to God."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2711"|"145"|"5"|"1"|"To Him, then let our songs ascend,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2712"|"145"|"5"|"2"|"Who stooped in grace so low;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2713"|"145"|"5"|"3"|"To Christ, the Lamb, the sinner's Friend,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2714"|"145"|"5"|"4"|"Let ceaceless praises flow."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2715"|"146"|"1"|"1"|"Into Thy presence, Lord, we come,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2716"|"146"|"1"|"2"|"And sit in stillness at Thy feet"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2717"|"146"|"1"|"3"|"To hear Thy word, so pure, so sweet,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2718"|"146"|"1"|"4"|"And find in Thee our spirit's home:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2719"|"146"|"2"|"1"|"By faith e'en now to see Thy face,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2720"|"146"|"2"|"2"|"And hear Thy words of light and love -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2721"|"146"|"2"|"3"|"Thy witness of the things above -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2722"|"146"|"2"|"4"|"The substance, Thou, of truth and grace."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2723"|"146"|"3"|"1"|"Thus to retire from all around,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2724"|"146"|"3"|"2"|"And in Thy holy presence be,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2725"|"146"|"3"|"3"|"Thy beauty, Lord, alone to see,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2726"|"146"|"3"|"4"|"Thy bless&egrave;d voice the only sound."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2727"|"146"|"4"|"1"|"For to our feeble path down here,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2728"|"146"|"4"|"2"|"In love Thou dost delight to come;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2729"|"146"|"4"|"3"|"Responsive love gives Thee a home,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2730"|"146"|"4"|"4"|"Despised without, but welcome there!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2731"|"147"|"1"|"1"|"Glorious Son of God, to Thee"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2732"|"147"|"1"|"2"|"Honour, praise and majesty!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2733"|"147"|"1"|"3"|"We to Thee with rev'rence bow,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2734"|"147"|"1"|"4"|"Thee we hail with homage now."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2735"|"147"|"2"|"1"|"As the Victor Thou art known,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2736"|"147"|"2"|"2"|"Coming in amongst Thine own;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2737"|"147"|"2"|"3"|"Bringing peace which sets us free"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2738"|"147"|"2"|"4"|"Joyfully to worship Thee."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2739"|"147"|"3"|"1"|"Lord, Thy glories brightly shine -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2740"|"147"|"3"|"2"|"Bless&egrave;d Man, and yet divine!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2741"|"147"|"3"|"3"|"We rejoice as now we prove"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2742"|"147"|"3"|"4"|"Consciously Thy wondrous love."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2743"|"148"|"1"|"1"|"Lord Jesus, our souls would adore Thee,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2744"|"148"|"1"|"2"|"We render Thee blessing and praise;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2745"|"148"|"1"|"3"|"In worship and homage before Thee"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2746"|"148"|"1"|"4"|"Our hearts and our voices would raise."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2747"|"148"|"2"|"1"|"We ponder, with spirits adoring,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2748"|"148"|"2"|"2"|"The love that in death Thou hast shown,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2749"|"148"|"2"|"3"|"Our grateful responses outpouring"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2750"|"148"|"2"|"4"|"To Thee who hast made us Thine own."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2751"|"148"|"3"|"1"|"Thy path of devotion we treasure:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2752"|"148"|"3"|"2"|"In deep adoration we see"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2753"|"148"|"3"|"3"|"The will of Thy God and His pleasure"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2754"|"148"|"3"|"4"|"Secured and accomplished by Thee."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2755"|"148"|"4"|"1"|"We hail Thee as risen and living -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2756"|"148"|"4"|"2"|"Supreme to us now, Lord, Thou art;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2757"|"148"|"4"|"3"|"To Thee we are joyfully giving"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2758"|"148"|"4"|"4"|"The worship and praise of our heart!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2759"|"149"|"1"|"1"|"Lord Jesus, we remember"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2760"|"149"|"1"|"2"|"The travail of Thy soul,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2761"|"149"|"1"|"3"|"When, through Thy love's deep pity,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2762"|"149"|"1"|"4"|"The waves did o'er Thee roll."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2763"|"149"|"1"|"5"|"Baptised in death's dark waters,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2764"|"149"|"1"|"6"|"For us Thy blood was shed;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2765"|"149"|"1"|"7"|"For us Thou, Lord of glory,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2766"|"149"|"1"|"8"|"Wast numbered with dead."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2767"|"149"|"2"|"1"|"O Lord, Thou now art risen,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2768"|"149"|"2"|"2"|"Thy travail all is o'er;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2769"|"149"|"2"|"3"|"For sin Thou once hast suffered,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2770"|"149"|"2"|"4"|"Thou liv'st to die no more."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2771"|"149"|"2"|"5"|"Sin, death, and hell are vanquished"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2772"|"149"|"2"|"6"|"By Thee, the church's Head;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2773"|"149"|"2"|"7"|"And lo! we share Thy triumphs,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2774"|"149"|"2"|"8"|"Thou Firstborn from the dead."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2775"|"149"|"3"|"1"|"Unto Thy death baptis&egrave;d,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2776"|"149"|"3"|"2"|"We own with Thee we died;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2777"|"149"|"3"|"3"|"With Thee, our life, we're risen,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2778"|"149"|"3"|"4"|"And shall be glorified."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2779"|"149"|"3"|"5"|"From sin, the world, and Satan,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2780"|"149"|"3"|"6"|"We're ransomed by Thy blood;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2781"|"149"|"3"|"7"|"And here would walk as strangers,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2782"|"149"|"3"|"8"|"Alive with Thee to God."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2783"|"150"|"1"|"1"|"Jesus our Lord, of Thee, the King,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2784"|"150"|"1"|"2"|"Our song shall ever be;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2785"|"150"|"1"|"3"|"Our tribute now we gladly bring"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2786"|"150"|"1"|"4"|"To offer unto Thee."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2787"|"150"|"1"|"5"|"Thine hand hath ope'd these lips, once dumb,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2788"|"150"|"1"|"6"|"To sound Thy praise abroad;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2789"|"150"|"1"|"7"|"To sing of Thee whilst travelling home"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2790"|"150"|"1"|"8"|"Along the barren road."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2791"|"150"|"2"|"1"|"Men sing aloud the priase of man,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2792"|"150"|"2"|"2"|"The creature of a day,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2793"|"150"|"2"|"3"|"Whose little life is as a span,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2794"|"150"|"2"|"4"|"Whose glory fades away."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2795"|"150"|"2"|"5"|"Of Thee our song, God's bless&egrave;d Son,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2796"|"150"|"2"|"6"|"In Thee we make our boast -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2797"|"150"|"2"|"7"|"Th' eternal, changelss, bless&egrave;d One,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2798"|"150"|"2"|"8"|"Theme of the ransomed host."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2799"|"150"|"3"|"1"|"Creation's work in every land,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2800"|"150"|"3"|"2"|"Adorned and beautified,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2801"|"150"|"3"|"3"|"Is marred by man's ungrateful hand,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2802"|"150"|"3"|"4"|"Where Thou wast crucified."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2803"|"150"|"3"|"5"|"This makes the earth, bright though it seem,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2804"|"150"|"3"|"6"|"A desert waste to us;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
